Date;site;transect;quadrat;percentCover_allCoral;percentCover_macroalgae;percentCover_CTB
01/08/2000;Tektite;1;T1Q9;47.2;7;14.5
01/08/2000;Tektite;1;T1Q10;42;23.5;22.6
01/08/2000;Tektite;2;T2Q1;27;23.5;17
01/08/2000;Tektite;2;T2Q2;22.7;22.7;9.1
01/08/2000;Tektite;2;T2Q3;22;34;13.5
01/08/2000;Tektite;2;T2Q4;38;8.5;32
01/08/2000;Tektite;2;T2Q5;72.5;7.5;3
01/08/2000;Tektite;2;T2Q6;47.5;15;6.6
01/08/2000;Tektite;2;T2Q7;57.5;7.5;7.7
01/08/2000;Tektite;2;T2Q8;49;10.5;8.5
01/08/2000;Tektite;2;T2Q9;64;6;12.2
01/08/2000;Tektite;2;T2Q10;51;20.1;6.5
01/08/2000;Tektite;3;T3Q1;29;31;11.4
01/08/2000;Tektite;3;T3Q2;77.5;7.5;4.5
01/08/2000;Tektite;3;T3Q3;56.3;9.6;12.1
01/08/2000;Tektite;3;T3Q4;37;18.5;5
01/08/2000;Tektite;3;T3Q5;47.5;15.6;11.2
01/08/2000;Tektite;3;T3Q6;48.5;17.5;2
01/08/2000;Tektite;3;T3Q7;59;17.5;1
01/08/2000;Tektite;3;T3Q8;49;12.5;2.5
01/08/2000;Tektite;3;T3Q9;52;28;10.1
01/08/2000;Tektite;3;T3Q10;38.6;21.8;7.6
01/08/2001;Tektite;1;T1Q1;36.1;9.8;29.4
01/08/2001;Tektite;1;T1Q2;14.4;35.1;24.2
01/08/2001;Tektite;1;T1Q3;17.9;24.1;14.9
01/08/2001;Tektite;1;T1Q4;22;18.3;21.5
01/08/2001;Tektite;1;T1Q5;47.8;21.2;8.1
01/08/2001;Tektite;1;T1Q6;38.4;12.6;10.6
01/08/2001;Tektite;1;T1Q7;52.5;15;10.5
01/08/2001;Tektite;1;T1Q8;41.8;19.1;8.2
01/08/2001;Tektite;1;T1Q9;50.8;7.8;16.6
01/08/2001;Tektite;1;T1Q10;39.4;14.6;12.6
01/08/2001;Tektite;2;T2Q1;24.2;11.9;19.1
01/08/2001;Tektite;2;T2Q2;28.6;11.1;18.1
01/08/2001;Tektite;2;T2Q3;28.4;12.2;34.5
01/08/2001;Tektite;2;T2Q4;35.2;6.5;31.2
01/08/2001;Tektite;2;T2Q5;74.1;3;6.6
01/08/2001;Tektite;2;T2Q6;56.9;4.6;8.6
01/08/2001;Tektite;2;T2Q7;50.8;0;10.2
01/08/2001;Tektite;2;T2Q8;48.7;2.5;10.7
01/08/2001;Tektite;2;T2Q9;55.3;3.5;16.6
01/08/2001;Tektite;2;T2Q10;64.5;6.6;11.7
01/08/2001;Tektite;3;T3Q1;22.7;12.4;19.1
01/08/2001;Tektite;3;T3Q2;70.3;8.1;2
01/08/2001;Tektite;3;T3Q3;57.8;5.5;12.6
01/08/2001;Tektite;3;T3Q4;34.7;7.8;21.8
01/08/2001;Tektite;3;T3Q5;42.3;5.6;33.7
01/08/2001;Tektite;3;T3Q6;47.5;10.1;14.1
01/08/2001;Tektite;3;T3Q7;59;8;8.5
01/08/2001;Tektite;3;T3Q8;41.7;4.7;7.3
01/08/2001;Tektite;3;T3Q9;61.6;5.1;13.2
01/08/2001;Tektite;3;T3Q10;48.1;9.5;4.8
01/08/2002;Tektite;1;T1Q1;38.7;22.5;31.4
01/08/2002;Tektite;1;T1Q2;22.7;48;23.2
01/08/2002;Tektite;1;T1Q3;24.5;41.8;18.4
01/08/2002;Tektite;1;T1Q4;23;36.7;37.2
01/08/2002;Tektite;1;T1Q5;63;10.9;32.1
01/08/2002;Tektite;1;T1Q6;56;12.4;13.9
01/08/2002;Tektite;1;T1Q7;62.8;14.1;15.7
01/08/2002;Tektite;1;T1Q8;62.4;13.5;14.6
01/08/2002;Tektite;1;T1Q9;53.8;12.8;14.9
01/08/2002;Tektite;1;T1Q10;46.4;21.4;12.5
01/08/2002;Tektite;2;T2Q1;26.5;20.9;34.7
01/08/2002;Tektite;2;T2Q2;26.9;16.1;34.7
01/08/2002;Tektite;2;T2Q3;34.9;12.2;31.2
01/08/2002;Tektite;2;T2Q4;33.3;19.5;36.9
01/08/2002;Tektite;2;T2Q5;76.3;3.6;7.2
01/08/2002;Tektite;2;T2Q6;74.6;2;9.2
01/08/2002;Tektite;2;T2Q7;59.7;3.6;5.1
01/08/2002;Tektite;2;T2Q8;54.7;10.5;10
01/08/2002;Tektite;2;T2Q9;54;7.6;16.7
01/08/2002;Tektite;2;T2Q10;56.2;13.4;12.9
01/08/2002;Tektite;3;T3Q1;40.5;10.4;29.7
01/08/2002;Tektite;3;T3Q2;74.6;5.8;14.3
01/08/2002;Tektite;3;T3Q3;62.1;8.6;12.6
01/08/2002;Tektite;3;T3Q4;32.7;8.7;19.4
01/08/2002;Tektite;3;T3Q5;48.2;14.4;16.4
01/08/2002;Tektite;3;T3Q6;50;13.5;10.4
01/08/2002;Tektite;3;T3Q7;45.4;23;5.1
01/08/2002;Tektite;3;T3Q8;43.4;6.6;3.6
01/08/2002;Tektite;3;T3Q9;65.6;18;11.9
01/08/2002;Tektite;3;T3Q10;50;11.9;11.3
01/08/2003;Tektite;1;T1Q1;38.9;8.6;33.5
01/08/2003;Tektite;1;T1Q2;21.4;20.4;41.3
01/08/2003;Tektite;1;T1Q3;27.1;26.1;20.1
01/08/2003;Tektite;1;T1Q4;27.6;20.4;34.2
01/08/2003;Tektite;1;T1Q5;53.8;6.6;24.4
01/08/2003;Tektite;1;T1Q6;43.4;10.1;22.2
01/08/2003;Tektite;1;T1Q7;61.5;7.2;10.3
01/08/2003;Tektite;1;T1Q8;55.1;7.6;24.7
01/08/2003;Tektite;1;T1Q9;49.2;6.2;16.4
01/08/2003;Tektite;1;T1Q10;29.8;10.1;14.1
01/08/2003;Tektite;2;T2Q1;17.7;6.6;19.2
01/08/2003;Tektite;2;T2Q2;17.2;10.1;15.7
01/08/2003;Tektite;2;T2Q3;29.1;8.2;36.2
01/08/2003;Tektite;2;T2Q4;48.7;15.6;18.1
01/08/2003;Tektite;2;T2Q5;67.5;3.6;4.1
01/08/2003;Tektite;2;T2Q6;64.4;5.2;10.3
01/08/2003;Tektite;2;T2Q7;66.7;3.1;8.9
01/08/2003;Tektite;2;T2Q8;61.6;5.1;12.6
01/08/2003;Tektite;2;T2Q9;52.5;5.6;13.1
01/08/2003;Tektite;2;T2Q10;53;9.6;15.7
01/08/2003;Tektite;3;T3Q1;36.9;12.8;18.5
01/08/2003;Tektite;3;T3Q2;66.2;8.2;8.2
01/08/2003;Tektite;3;T3Q3;56.9;6.1;8.6
01/08/2003;Tektite;3;T3Q4;42.6;10.2;10.2
01/08/2003;Tektite;3;T3Q5;47.2;7.7;14.4
01/08/2003;Tektite;3;T3Q6;56.3;6;6
01/08/2003;Tektite;3;T3Q7;63.5;7.6;7.6
01/08/2003;Tektite;3;T3Q8;47.7;5.1;2.6
01/08/2003;Tektite;3;T3Q9;53;10.3;12.3
01/08/2003;Tektite;3;T3Q10;56;10.9;9.3
01/08/2004;Tektite;1;T1Q1;38.6;26.5;12.7
01/08/2004;Tektite;1;T1Q2;25.6;30.4;11.9
01/08/2004;Tektite;1;T1Q3;21.9;19.5;3.6
01/08/2004;Tektite;1;T1Q4;20.9;24.8;15.7
01/08/2004;Tektite;1;T1Q5;42.3;11.4;9.1
01/08/2004;Tektite;1;T1Q6;42.3;22.6;30.4
01/08/2004;Tektite;1;T1Q7;42.4;9.7;7.9
01/08/2004;Tektite;1;T1Q8;45.5;7.3;11.5
01/08/2004;Tektite;1;T1Q9;52.4;7.2;8.4
01/08/2004;Tektite;1;T1Q10;50.3;8.8;6.3
01/08/2004;Tektite;2;T2Q1;8.5;20.1;7.3
01/08/2004;Tektite;2;T2Q2;19.6;50;15.2
01/08/2004;Tektite;2;T2Q3;19.5;7.7;18.9
01/08/2004;Tektite;2;T2Q4;24.1;7.8;18.7
01/08/2004;Tektite;2;T2Q5;41.1;8;22.1
01/08/2004;Tektite;2;T2Q6;75.6;5.4;4.2
01/08/2004;Tektite;2;T2Q7;46.8;7;8.2
01/08/2004;Tektite;2;T2Q8;48.6;4;6.4
01/08/2004;Tektite;2;T2Q9;51.5;10.1;7.7
01/08/2004;Tektite;2;T2Q10;53.6;6;8.9
01/08/2004;Tektite;3;T3Q1;33.1;11.7;17.8
01/08/2004;Tektite;3;T3Q2;58.3;6.7;7.4
01/08/2004;Tektite;3;T3Q3;36.8;17.5;4.7
01/08/2004;Tektite;3;T3Q4;25.9;28.2;6.3
01/08/2004;Tektite;3;T3Q5;47.9;12.6;10.2
01/08/2004;Tektite;3;T3Q6;51.9;6.2;8.6
01/08/2004;Tektite;3;T3Q7;64.9;2.6;2.1
01/08/2004;Tektite;3;T3Q8;42;14.4;2.8
01/08/2004;Tektite;3;T3Q9;48.2;11.5;5.8
01/08/2004;Tektite;3;T3Q10;42.6;7.4;7.4
01/08/2005;Tektite;1;T1Q1;38.7;24.9;28.9
01/08/2005;Tektite;1;T1Q2;23.7;16.6;40.8
01/08/2005;Tektite;1;T1Q3;33.3;21.8;31.6
01/08/2005;Tektite;1;T1Q4;21.9;23.7;37.3
01/08/2005;Tektite;1;T1Q5;53.3;13.6;32.5
01/08/2005;Tektite;1;T1Q6;32.6;31.1;30.3
01/08/2005;Tektite;1;T1Q7;50;10.1;32.7
01/08/2005;Tektite;1;T1Q8;39.5;19.8;33.1
01/08/2005;Tektite;1;T1Q9;49.1;16;25.1
01/08/2005;Tektite;1;T1Q10;34.3;18.3;43.4
01/08/2005;Tektite;2;T2Q1;3.6;43.2;24.3
01/08/2005;Tektite;2;T2Q2;19.8;21.5;58.2
01/08/2005;Tektite;2;T2Q3;25;38.6;27.2
01/08/2005;Tektite;2;T2Q4;38.8;22.4;35.3
01/08/2005;Tektite;2;T2Q5;64.1;5.4;30.5
01/08/2005;Tektite;2;T2Q6;55.3;3.5;41.2
01/08/2005;Tektite;2;T2Q7;54.7;6.5;38.8
01/08/2005;Tektite;2;T2Q8;56.3;10.9;32.8
01/08/2005;Tektite;2;T2Q9;53.8;14;32.2
01/08/2005;Tektite;2;T2Q10;63.7;24.6;9.4
01/08/2005;Tektite;3;T3Q1;32.2;12;55.7
01/08/2005;Tektite;3;T3Q2;57.6;9.6;32.8
01/08/2005;Tektite;3;T3Q3;46;16.5;37.5
01/08/2005;Tektite;3;T3Q4;31.6;24.8;30.8
01/08/2005;Tektite;3;T3Q5;48.2;28.8;20
01/08/2005;Tektite;3;T3Q6;41.9;19.8;37.2
01/08/2005;Tektite;3;T3Q7;57.3;23.6;19.1
01/08/2005;Tektite;3;T3Q8;42.6;19.9;35.5
01/08/2005;Tektite;3;T3Q9;46.3;18.3;32
01/08/2005;Tektite;3;T3Q10;43.9;11.6;31.8
01/08/2006;Tektite;1;T1Q1;22.4;49.5;25.5
01/08/2006;Tektite;1;T1Q2;10.4;52.5;32.8
01/08/2006;Tektite;1;T1Q3;29.1;41.3;28.6
01/08/2006;Tektite;1;T1Q4;16.2;66.2;16.2
01/08/2006;Tektite;1;T1Q5;38.4;36.8;19.5
01/08/2006;Tektite;1;T1Q6;22.6;26.2;48.8
01/08/2006;Tektite;1;T1Q7;24;30.2;43.2
01/08/2006;Tektite;1;T1Q8;27.6;39.8;31.1
01/08/2006;Tektite;1;T1Q9;33.3;42.4;18.7
01/08/2006;Tektite;1;T1Q10;48.4;27.5;23.6
01/08/2006;Tektite;2;T2Q1;25.5;53.2;20.7
01/08/2006;Tektite;2;T2Q2;29.5;39.8;30.7
01/08/2006;Tektite;2;T2Q3;22.3;37.8;37.3
01/08/2006;Tektite;2;T2Q4;28.1;36.7;33.2
01/08/2006;Tektite;2;T2Q5;57.4;27.4;15.2
01/08/2006;Tektite;2;T2Q6;49;20.7;30.3
01/08/2006;Tektite;2;T2Q7;56.3;21.4;22.4
01/08/2006;Tektite;2;T2Q8;33;27.7;39.3
01/08/2006;Tektite;2;T2Q9;22.2;38.4;39.4
01/08/2006;Tektite;2;T2Q10;43.8;30.7;25.5
01/08/2006;Tektite;3;T3Q1;15.4;32.8;51.8
01/08/2006;Tektite;3;T3Q2;37.2;21.3;41.5
01/08/2006;Tektite;3;T3Q3;55.6;24;20.4
01/08/2006;Tektite;3;T3Q4;42;39.7;16.1
01/08/2006;Tektite;3;T3Q5;35.9;37.5;23.4
01/08/2006;Tektite;3;T3Q6;43;24.4;32.6
01/08/2006;Tektite;3;T3Q7;48.9;34.2;16.8
01/08/2006;Tektite;3;T3Q8;51;43.2;5.8
01/08/2006;Tektite;3;T3Q9;28.9;41.6;26.3
01/08/2006;Tektite;3;T3Q10;39.3;39.3;21.5
01/08/2007;Tektite;1;T1Q1;13.8;24.5;59.7
01/08/2007;Tektite;1;T1Q2;14.9;25.1;45.1
01/08/2007;Tektite;1;T1Q3;19.3;37.4;39.6
01/08/2007;Tektite;1;T1Q4;9.8;43.8;46.4
01/08/2007;Tektite;1;T1Q5;26.6;30.3;40.4
01/08/2007;Tektite;1;T1Q6;17.8;23;57.1
01/08/2007;Tektite;1;T1Q7;13;35.2;48.2
01/08/2007;Tektite;1;T1Q8;10.8;35.4;46.7
01/08/2007;Tektite;1;T1Q9;36.2;21.6;37.8
01/08/2007;Tektite;1;T1Q10;14.7;58.7;19
01/08/2007;Tektite;2;T2Q1;20;48.1;31.9
01/08/2007;Tektite;2;T2Q2;12.2;59.9;24.4
01/08/2007;Tektite;2;T2Q3;10.4;43.2;42.7
01/08/2007;Tektite;2;T2Q4;33.7;37.5;25
01/08/2007;Tektite;2;T2Q5;33.3;32.8;28.6
01/08/2007;Tektite;2;T2Q6;34.8;29.3;34.2
01/08/2007;Tektite;2;T2Q7;26.3;37.6;33
01/08/2007;Tektite;2;T2Q8;19.5;44.3;30.3
01/08/2007;Tektite;2;T2Q9;22.7;48;28.8
01/08/2007;Tektite;2;T2Q10;41;23.5;32.2
01/08/2007;Tektite;3;T3Q1;24.5;34;46.3
01/08/2007;Tektite;3;T3Q2;23.3;22.8;53.4
01/08/2007;Tektite;3;T3Q3;33.9;22.2;42.3
01/08/2007;Tektite;3;T3Q4;29.5;33.5;36.4
01/08/2007;Tektite;3;T3Q5;36.1;24.7;35.6
01/08/2007;Tektite;3;T3Q6;20.8;37.5;40.6
01/08/2007;Tektite;3;T3Q7;46.4;26.6;23.4
01/08/2007;Tektite;3;T3Q8;32.1;38.7;28.6
01/08/2007;Tektite;3;T3Q9;24.5;38.5;32.8
01/08/2007;Tektite;3;T3Q10;27.5;39.2;30.7
01/08/2008;Tektite;1;T1Q1;21.9;21.9;55.7
01/08/2008;Tektite;1;T1Q2;22.6;15.8;56.5
01/08/2008;Tektite;1;T1Q3;22.1;20.9;50.6
01/08/2008;Tektite;1;T1Q4;18.5;21.9;56.7
01/08/2008;Tektite;1;T1Q5;45.6;10.6;43.9
01/08/2008;Tektite;1;T1Q6;25;12.5;52.3
01/08/2008;Tektite;1;T1Q7;16.9;6.8;71.8
01/08/2008;Tektite;1;T1Q8;15.8;28.4;53
01/08/2008;Tektite;1;T1Q9;42.4;18;31.4
01/08/2008;Tektite;1;T1Q10;33.3;18.4;39.7
01/08/2008;Tektite;2;T2Q1;29.2;9.2;59
01/08/2008;Tektite;2;T2Q2;20.8;21.4;56.5
01/08/2008;Tektite;2;T2Q3;15.5;10.3;62.6
01/08/2008;Tektite;2;T2Q4;40.6;8.3;48.3
01/08/2008;Tektite;2;T2Q5;57.3;5.1;37.6
01/08/2008;Tektite;2;T2Q6;45.7;9.2;45.1
01/08/2008;Tektite;2;T2Q7;51.4;8.3;40.3
01/08/2008;Tektite;2;T2Q8;34.3;15.4;50.3
01/08/2008;Tektite;2;T2Q9;30.8;17.4;51.7
01/08/2008;Tektite;2;T2Q10;46.8;9.8;43.4
01/08/2008;Tektite;3;T3Q1;17.3;6.1;74.3
01/08/2008;Tektite;3;T3Q2;33.5;3.4;63.1
01/08/2008;Tektite;3;T3Q3;51.4;4.6;41
01/08/2008;Tektite;3;T3Q4;39.5;19.2;37.9
01/08/2008;Tektite;3;T3Q5;42;4;54
01/08/2008;Tektite;3;T3Q6;31;8.6;60.3
01/08/2008;Tektite;3;T3Q7;67.8;8.6;23.6
01/08/2008;Tektite;3;T3Q8;51.1;6.9;42
01/08/2008;Tektite;3;T3Q9;35;18;45.4
01/08/2008;Tektite;3;T3Q10;41.8;7.9;48
01/08/2009;Tektite;1;T1Q1;26.4;20.8;50.3
01/08/2009;Tektite;1;T1Q2;14.3;8.2;67.9
01/08/2009;Tektite;1;T1Q3;22.7;18;39.2
01/08/2009;Tektite;1;T1Q4;10.7;26.4;61.4
01/08/2009;Tektite;1;T1Q5;39.9;21.2;35.9
01/08/2009;Tektite;1;T1Q6;24.2;22.7;46.5
01/08/2009;Tektite;1;T1Q7;13.1;25.8;60.1
01/08/2009;Tektite;1;T1Q8;9.2;21;62.1
01/08/2009;Tektite;1;T1Q9;41.3;13.8;29.1
01/08/2009;Tektite;1;T1Q10;19.1;11.6;46.7
01/08/2009;Tektite;2;T2Q1;21.1;19.6;54.3
01/08/2009;Tektite;2;T2Q2;25.8;25.3;40.4
01/08/2009;Tektite;2;T2Q3;20;23.1;56.4
01/08/2009;Tektite;2;T2Q4;28.5;19;48.5
01/08/2009;Tektite;2;T2Q5;35.9;12.8;45.6
01/08/2009;Tektite;2;T2Q6;49.5;9.1;40.4
01/08/2009;Tektite;2;T2Q7;45.4;12.9;39.7
01/08/2009;Tektite;2;T2Q8;28.3;25.8;43.9
01/08/2009;Tektite;2;T2Q9;23.4;28.4;48.2
01/08/2009;Tektite;2;T2Q10;48.2;13.2;37.1
01/08/2009;Tektite;3;T3Q1;24;7.1;63.8
01/08/2009;Tektite;3;T3Q2;30.6;9.7;57.7
01/08/2009;Tektite;3;T3Q3;49.7;9.5;34.7
01/08/2009;Tektite;3;T3Q4;43.7;15.6;37.2
01/08/2009;Tektite;3;T3Q5;42.3;16.8;37.8
01/08/2009;Tektite;3;T3Q6;22.1;19.6;54.3
01/08/2009;Tektite;3;T3Q7;46.7;25.4;23.9
01/08/2009;Tektite;3;T3Q8;30.8;16.7;29.8
01/08/2009;Tektite;3;T3Q9;37.1;33;26.9
01/08/2009;Tektite;3;T3Q10;48;15.7;35.9
01/08/2010;Tektite;1;T1Q1;28.4;27.4;31.1
01/08/2010;Tektite;1;T1Q2;10.9;21.2;26.1
01/08/2010;Tektite;1;T1Q3;27.1;23.4;19.3
01/08/2010;Tektite;1;T1Q4;15.6;36.7;39.2
01/08/2010;Tektite;1;T1Q5;23.2;49.5;21.6
01/08/2010;Tektite;1;T1Q6;26.8;41.6;18.4
01/08/2010;Tektite;1;T1Q7;31.7;38.1;2.1
01/08/2010;Tektite;1;T1Q8;11.1;45;38.1
01/08/2010;Tektite;1;T1Q9;23.2;41.8;17
01/08/2010;Tektite;1;T1Q10;27;21.4;27
01/08/2010;Tektite;2;T2Q1;16.5;21.6;38.1
01/08/2010;Tektite;2;T2Q2;24;30.2;29.2
01/08/2010;Tektite;2;T2Q3;18.8;49.2;17.3
01/08/2010;Tektite;2;T2Q4;28.6;45.4;23.2
01/08/2010;Tektite;2;T2Q5;45.1;22.6;30.8
01/08/2010;Tektite;2;T2Q6;34.4;22.6;39.8
01/08/2010;Tektite;2;T2Q7;46.9;13.4;39.7
01/08/2010;Tektite;2;T2Q8;24.5;26;45.4
01/08/2010;Tektite;2;T2Q9;20.9;7;71.1
01/08/2010;Tektite;2;T2Q10;31.8;14.6;52.6
01/08/2010;Tektite;3;T3Q1;18.3;18.8;55
01/08/2010;Tektite;3;T3Q2;34;13.1;49.7
01/08/2010;Tektite;3;T3Q3;41.2;16;42.3
01/08/2010;Tektite;3;T3Q4;33.7;16.3;40.8
01/08/2010;Tektite;3;T3Q5;37.8;15.8;40.3
01/08/2010;Tektite;3;T3Q6;34.2;26.2;36.9
01/08/2010;Tektite;3;T3Q7;37.6;19.3;43.1
01/08/2010;Tektite;3;T3Q8;28.4;23.2;20.5
01/08/2010;Tektite;3;T3Q9;26.5;9.5;58.7
01/08/2010;Tektite;3;T3Q10;32.8;27.5;32.3
01/08/2011;Tektite;1;T1Q1;19.7;32.3;43.4
01/08/2011;Tektite;1;T1Q2;19.7;28.8;45.5
01/08/2011;Tektite;1;T1Q3;25.6;29.1;41.2
01/08/2011;Tektite;1;T1Q4;17.1;29.1;50.8
01/08/2011;Tektite;1;T1Q5;27.4;32;39.1
01/08/2011;Tektite;1;T1Q6;17;25;53.5
01/08/2011;Tektite;1;T1Q7;20.2;26.8;53
01/08/2011;Tektite;1;T1Q8;12;36.5;51.5
01/08/2011;Tektite;1;T1Q9;27.6;25.6;40.7
01/08/2011;Tektite;1;T1Q10;18.1;32.7;44.7
01/08/2011;Tektite;2;T2Q1;19.5;21;55
01/08/2011;Tektite;2;T2Q2;24.6;23.6;43.2
01/08/2011;Tektite;2;T2Q3;14.1;22.6;57.8
01/08/2011;Tektite;2;T2Q4;25.1;30.2;44.2
01/08/2011;Tektite;2;T2Q5;40.9;24.2;33.8
01/08/2011;Tektite;2;T2Q6;44.5;21;33
01/08/2011;Tektite;2;T2Q7;45;16.5;38.5
01/08/2011;Tektite;2;T2Q8;23.5;30;46
01/08/2011;Tektite;2;T2Q9;26;22;51.5
01/08/2011;Tektite;2;T2Q10;47.7;16.9;30.3
01/08/2011;Tektite;3;T3Q1;18.1;36.2;41.2
01/08/2011;Tektite;3;T3Q2;32;29.5;38
01/08/2011;Tektite;3;T3Q3;38.4;30.8;23.7
01/08/2011;Tektite;3;T3Q4;19.5;45.6;33.8
01/08/2011;Tektite;3;T3Q5;43.4;27.3;27.8
01/08/2011;Tektite;3;T3Q6;32.2;31.2;35.2
01/08/2011;Tektite;3;T3Q7;50.8;16.8;32.5
01/08/2011;Tektite;3;T3Q8;36.5;34.5;25.5
01/08/2011;Tektite;3;T3Q9;28.6;30.2;39.2
01/08/2011;Tektite;3;T3Q10;41.6;20.8;34
01/08/2012;Tektite;1;T1Q1;25.3;34.8;32.8
01/08/2012;Tektite;1;T1Q2;21.6;27.6;42.7
01/08/2012;Tektite;1;T1Q3;27.1;34.7;23.1
01/08/2012;Tektite;1;T1Q4;9.5;32.2;54.8
01/08/2012;Tektite;1;T1Q5;34.5;38;24.5
01/08/2012;Tektite;1;T1Q6;20.5;26;49
01/08/2012;Tektite;1;T1Q7;21.2;31.8;46
01/08/2012;Tektite;1;T1Q8;17.1;37.2;43.2
01/08/2012;Tektite;1;T1Q9;38.1;31;21.8
01/08/2012;Tektite;1;T1Q10;26.6;42.7;27.1
01/08/2012;Tektite;2;T2Q1;28.6;19.6;49.2
01/08/2012;Tektite;2;T2Q2;31;38;18.5
01/08/2012;Tektite;2;T2Q3;14.6;48.2;32.7
01/08/2012;Tektite;2;T2Q4;37.2;44.2;17.1
01/08/2012;Tektite;2;T2Q5;52;30.5;13
01/08/2012;Tektite;2;T2Q6;53.5;26;11.5
01/08/2012;Tektite;2;T2Q7;49;34.3;15.2
01/08/2012;Tektite;2;T2Q8;33.5;38;18
01/08/2012;Tektite;2;T2Q9;28.6;39.7;30.7
01/08/2012;Tektite;2;T2Q10;48.2;36.5;10.2
01/08/2012;Tektite;3;T3Q1;26.8;41.4;28.8
01/08/2012;Tektite;3;T3Q2;34.8;35.9;26.3
01/08/2012;Tektite;3;T3Q3;48.2;29.6;17.1
01/08/2012;Tektite;3;T3Q4;36.7;34.7;25.6
01/08/2012;Tektite;3;T3Q5;46.5;46.5;4.5
01/08/2012;Tektite;3;T3Q6;33.2;45.7;15.6
01/08/2012;Tektite;3;T3Q7;46;36.9;13.1
01/08/2012;Tektite;3;T3Q8;39.6;25.4;15.7
01/08/2012;Tektite;3;T3Q9;36.5;53.5;8.5
01/08/2012;Tektite;3;T3Q10;47.5;33.5;15
01/08/2013;Tektite;1;T1Q1;25;20.5;48
01/08/2013;Tektite;1;T1Q2;19;17.5;56
01/08/2013;Tektite;1;T1Q3;24.5;24;40.5
01/08/2013;Tektite;1;T1Q4;15.5;42;34.5
01/08/2013;Tektite;1;T1Q5;29.1;30.6;36.7
01/08/2013;Tektite;1;T1Q6;22.1;25.6;36.7
01/08/2013;Tektite;1;T1Q7;21;15.5;57.5
01/08/2013;Tektite;1;T1Q8;16.1;33.7;49.2
01/08/2013;Tektite;1;T1Q9;31;22.3;38.6
01/08/2013;Tektite;1;T1Q10;29.4;31.5;37.1
01/08/2013;Tektite;2;T2Q1;29.3;31.8;34.8
01/08/2013;Tektite;2;T2Q2;18;28.9;46.4
01/08/2013;Tektite;2;T2Q3;9;31.2;59.3
01/08/2013;Tektite;2;T2Q4;25.9;37.6;32.8
01/08/2013;Tektite;2;T2Q5;43.7;24.9;26.9
01/08/2013;Tektite;2;T2Q6;50.5;22.5;26.5
01/08/2013;Tektite;2;T2Q7;39.8;24.5;35.2
01/08/2013;Tektite;2;T2Q8;24.1;30.8;42.1
01/08/2013;Tektite;2;T2Q9;25.5;32.1;41.3
01/08/2013;Tektite;2;T2Q10;34.7;34.7;26.5
01/08/2013;Tektite;3;T3Q1;24.6;32.7;39.2
01/08/2013;Tektite;3;T3Q2;28.4;34.7;35.8
01/08/2013;Tektite;3;T3Q3;25.9;43;31.1
01/08/2013;Tektite;3;T3Q4;27.3;39.4;32.3
01/08/2013;Tektite;3;T3Q5;48.7;22.1;29.2
01/08/2013;Tektite;3;T3Q6;31.3;44.6;23.1
01/08/2013;Tektite;3;T3Q7;37.2;23.6;37.2
01/08/2013;Tektite;3;T3Q8;36;28.6;24.3
01/08/2013;Tektite;3;T3Q9;20.8;40.1;36
01/08/2013;Tektite;3;T3Q10;35.8;26.9;34.2
01/08/2014;Tektite;1;T1Q1;21.5;38;27.5
01/08/2014;Tektite;1;T1Q2;24.1;30.2;21.6
01/08/2014;Tektite;1;T1Q3;19;42.5;16.5
01/08/2014;Tektite;1;T1Q4;19.7;37.4;18.7
01/08/2014;Tektite;1;T1Q5;20;35;29
01/08/2014;Tektite;1;T1Q6;19;37.5;30.5
01/08/2014;Tektite;1;T1Q7;28.6;37.7;28.6
01/08/2014;Tektite;1;T1Q8;17;34.5;34
01/08/2014;Tektite;1;T1Q9;37.5;20;33.5
01/08/2014;Tektite;1;T1Q10;25;43;22.5
01/08/2014;Tektite;2;T2Q1;21.5;32;39
01/08/2014;Tektite;2;T2Q2;23;35.5;26.5
01/08/2014;Tektite;2;T2Q3;12.6;41.9;40.9
01/08/2014;Tektite;2;T2Q4;19.2;37.4;35.4
01/08/2014;Tektite;2;T2Q5;42.5;30;23.5
01/08/2014;Tektite;2;T2Q6;47;24.7;23.7
01/08/2014;Tektite;2;T2Q7;34.2;31.2;33.2
01/08/2014;Tektite;2;T2Q8;22.3;34;39.1
01/08/2014;Tektite;2;T2Q9;21.2;31.8;41.4
01/08/2014;Tektite;2;T2Q10;28.1;25;41.3
01/08/2014;Tektite;3;T3Q1;28;25;41.5
01/08/2014;Tektite;3;T3Q2;28.1;25.1;43.7
01/08/2014;Tektite;3;T3Q3;29.8;33.8;33.3
01/08/2014;Tektite;3;T3Q4;28.8;33.8;34.3
01/08/2014;Tektite;3;T3Q5;46.5;28.3;22.7
01/08/2014;Tektite;3;T3Q6;34.1;26.8;29.3
01/08/2014;Tektite;3;T3Q7;40;30;26.5
01/08/2014;Tektite;3;T3Q8;33.7;21.1;27.6
01/08/2014;Tektite;3;T3Q9;23.2;37.9;35.9
01/08/2014;Tektite;3;T3Q10;33;23.6;37.7
01/08/2015;Tektite;1;T1Q1;23.5;31;41
01/08/2015;Tektite;1;T1Q2;18;41.5;34.5
01/08/2015;Tektite;1;T1Q3;19.5;38;22
01/08/2015;Tektite;1;T1Q4;16.5;45;33.5
01/08/2015;Tektite;1;T1Q5;30;30.5;32
