Date;site;transect;quadrat;percentCover_allCoral;percentCover_macroalgae;percentCover_CTB
01/08/2015;Tektite;1;T1Q6;18;40.5;23.5
01/08/2015;Tektite;1;T1Q7;18.1;37.2;37.2
01/08/2015;Tektite;1;T1Q8;16;51;29
01/08/2015;Tektite;1;T1Q9;33;39.5;15
01/08/2015;Tektite;1;T1Q10;27.5;42;22
01/08/2015;Tektite;2;T2Q1;25.5;39;26
01/08/2015;Tektite;2;T2Q2;20;53.5;21.5
01/08/2015;Tektite;2;T2Q3;16;51.5;25.5
01/08/2015;Tektite;2;T2Q4;30;45;17
01/08/2015;Tektite;2;T2Q5;41.2;28.6;17.1
01/08/2015;Tektite;2;T2Q6;50.5;32;15
01/08/2015;Tektite;2;T2Q7;40;36.5;23
01/08/2015;Tektite;2;T2Q8;24.5;45;29
01/08/2015;Tektite;2;T2Q9;22;63.5;11
01/08/2015;Tektite;2;T2Q10;30.7;51.3;10.6
01/08/2015;Tektite;3;T3Q1;25;46;23.5
01/08/2015;Tektite;3;T3Q2;31;41.5;17.5
01/08/2015;Tektite;3;T3Q3;35.5;41;20.5
01/08/2015;Tektite;3;T3Q4;30;37.5;28
01/08/2015;Tektite;3;T3Q5;40;38;19.5
01/08/2015;Tektite;3;T3Q6;39;46.5;10.5
01/08/2015;Tektite;3;T3Q7;40;49.5;8.5
01/08/2015;Tektite;3;T3Q8;29;44.5;12
01/08/2015;Tektite;3;T3Q9;27.6;57.3;13.1
01/08/2015;Tektite;3;T3Q10;33.7;44.9;15.8
01/08/2016;Tektite;1;T1Q1;23;15.5;55.6
01/08/2016;Tektite;1;T1Q2;25.9;9;56.1
01/08/2016;Tektite;1;T1Q3;30.7;17.7;38.5
01/08/2016;Tektite;1;T1Q4;12.1;8.9;66.3
01/08/2016;Tektite;1;T1Q5;22.9;8.3;62.5
01/08/2016;Tektite;1;T1Q6;22.5;3.7;59.7
01/08/2016;Tektite;1;T1Q7;29.7;7.7;55.9
01/08/2016;Tektite;1;T1Q8;15.7;8.4;73.3
01/08/2016;Tektite;1;T1Q9;28.2;12.8;48.9
01/08/2016;Tektite;1;T1Q10;22.3;9.6;56.9
01/08/2016;Tektite;2;T2Q1;27.3;5.2;57.7
01/08/2016;Tektite;2;T2Q2;16.7;3.1;71.4
01/08/2016;Tektite;2;T2Q3;15.9;2.1;79.4
01/08/2016;Tektite;2;T2Q4;25.4;0;70.5
01/08/2016;Tektite;2;T2Q5;47.5;4.4;44.2
01/08/2016;Tektite;2;T2Q6;41.3;5.8;50.8
01/08/2016;Tektite;2;T2Q7;35.1;6.5;57.8
01/08/2016;Tektite;2;T2Q8;25;8.3;65.1
01/08/2016;Tektite;2;T2Q9;20.9;3.7;72.3
01/08/2016;Tektite;2;T2Q10;33.9;4.8;58.1
01/08/2016;Tektite;3;T3Q1;23.4;5.3;62.2
01/08/2016;Tektite;3;T3Q2;34.4;6.3;57.1
01/08/2016;Tektite;3;T3Q3;33.3;2.1;64
01/08/2016;Tektite;3;T3Q4;29.6;5.8;61.9
01/08/2016;Tektite;3;T3Q5;53.2;14.5;32.3
01/08/2016;Tektite;3;T3Q6;36.3;8.4;51.6
01/08/2016;Tektite;3;T3Q7;43.9;18.7;36.9
01/08/2016;Tektite;3;T3Q8;38.9;6.7;39.4
01/08/2016;Tektite;3;T3Q9;31.1;7.8;57.5
01/08/2016;Tektite;3;T3Q10;54.5;4.2;37.6
01/07/2017;Tektite;1;T1Q1;41;57.4;0
01/07/2017;Tektite;1;T1Q2;25.4;44.2;24.4
01/07/2017;Tektite;1;T1Q3;21.5;33.8;25.1
01/07/2017;Tektite;1;T1Q4;16.9;34.4;26.7
01/07/2017;Tektite;1;T1Q5;19.1;44.3;33.5
01/07/2017;Tektite;1;T1Q6;24.5;40.3;20.9
01/07/2017;Tektite;1;T1Q7;30.4;35.1;27.8
01/07/2017;Tektite;1;T1Q8;9.4;54.7;34.4
01/07/2017;Tektite;1;T1Q9;25.4;33.7;28
01/07/2017;Tektite;1;T1Q10;33;33.5;25.5
01/07/2017;Tektite;2;T2Q1;21.2;31.6;39.9
01/07/2017;Tektite;2;T2Q2;26.1;30.3;31.4
01/07/2017;Tektite;2;T2Q3;22.2;35.4;38.1
01/07/2017;Tektite;2;T2Q4;19.7;35.2;25.9
01/07/2017;Tektite;2;T2Q5;43.4;38.8;6.6
01/07/2017;Tektite;2;T2Q6;49.5;37.8;7.7
01/07/2017;Tektite;2;T2Q7;36.5;42.6;19.3
01/07/2017;Tektite;2;T2Q8;35.1;46.6;14.7
01/07/2017;Tektite;2;T2Q9;23.3;45.1;31.1
01/07/2017;Tektite;2;T2Q10;39.4;36.3;16.6
01/07/2017;Tektite;3;T3Q1;26.2;40;20
01/07/2017;Tektite;3;T3Q2;31.1;52;11.7
01/07/2017;Tektite;3;T3Q3;40.1;40.6;13
01/07/2017;Tektite;3;T3Q4;31.1;44.6;19.7
01/07/2017;Tektite;3;T3Q5;43.4;36.2;16.8
01/07/2017;Tektite;3;T3Q6;37.3;47.7;11.4
01/07/2017;Tektite;3;T3Q7;40.1;44.3;11.5
01/07/2017;Tektite;3;T3Q8;45.6;33.2;9.8
01/07/2017;Tektite;3;T3Q9;37.8;42.9;9.7
01/07/2017;Tektite;3;T3Q10;35.8;43.7;16.8
01/11/2017;Tektite;1;T1Q1;22.7;57.1;16.7
01/11/2017;Tektite;1;T1Q2;14;62.5;16
01/11/2017;Tektite;1;T1Q3;23.7;46.5;18.2
01/11/2017;Tektite;1;T1Q4;18.2;58.6;21.7
01/11/2017;Tektite;1;T1Q5;24.5;48.5;23
01/11/2017;Tektite;1;T1Q6;20.5;48.5;22
01/11/2017;Tektite;1;T1Q7;20.5;60.5;14
01/11/2017;Tektite;1;T1Q8;15.2;63.6;18.2
01/11/2017;Tektite;1;T1Q9;28.1;49.7;18.1
01/11/2017;Tektite;1;T1Q10;24.4;51.3;20.7
01/11/2017;Tektite;2;T2Q1;9.1;60.6;23.2
01/11/2017;Tektite;2;T2Q2;21.5;58.5;15.5
01/11/2017;Tektite;2;T2Q3;13.5;63;20
01/11/2017;Tektite;2;T2Q4;18.1;62.8;18.1
01/11/2017;Tektite;2;T2Q5;24.5;45;13
01/11/2017;Tektite;2;T2Q6;46.5;37;2.5
01/11/2017;Tektite;2;T2Q7;45.4;31.6;18.4
01/11/2017;Tektite;2;T2Q8;32;52.8;12.7
01/11/2017;Tektite;2;T2Q9;31.2;52.8;10.6
01/11/2017;Tektite;2;T2Q10;21.8;68.5;9.6
01/11/2017;Tektite;3;T3Q1;50;40.8;8.2
01/11/2017;Tektite;3;T3Q2;25.3;53;13.6
01/11/2017;Tektite;3;T3Q3;26.5;51;15
01/11/2017;Tektite;3;T3Q4;36;48;12
01/11/2017;Tektite;3;T3Q5;23.1;64.8;9.5
01/11/2017;Tektite;3;T3Q6;45;50.5;4.5
01/11/2017;Tektite;3;T3Q7;35.4;48.5;8.6
01/11/2017;Tektite;3;T3Q8;31.5;60.5;6
01/11/2017;Tektite;3;T3Q9;38.9;50;2
01/11/2017;Tektite;3;T3Q10;34.7;52.3;12.1
01/07/2018;Tektite;1;T1Q1;24.2;24.2;47.9
01/07/2018;Tektite;1;T1Q2;22.4;16.8;56.1
01/07/2018;Tektite;1;T1Q3;19.4;23.5;48.5
01/07/2018;Tektite;1;T1Q4;11.5;18.3;62.3
01/07/2018;Tektite;1;T1Q5;19.4;29.1;47.4
01/07/2018;Tektite;1;T1Q6;26.4;28;41.5
01/07/2018;Tektite;1;T1Q7;22.8;16.9;59.3
01/07/2018;Tektite;1;T1Q8;13.8;43.1;42.6
01/07/2018;Tektite;1;T1Q9;35.4;24.6;36.4
01/07/2018;Tektite;1;T1Q10;23.8;29.5;46.1
01/07/2018;Tektite;2;T2Q1;27.3;20.6;49
01/07/2018;Tektite;2;T2Q2;21.6;24.2;50
01/07/2018;Tektite;2;T2Q3;16.8;18.8;63.9
01/07/2018;Tektite;2;T2Q4;17.9;14.4;57.4
01/07/2018;Tektite;2;T2Q5;38.4;16.3;35.8
01/07/2018;Tektite;2;T2Q6;31.8;19.3;40.6
01/07/2018;Tektite;2;T2Q7;30.2;21.9;47.9
01/07/2018;Tektite;2;T2Q8;19.8;33;44.7
01/07/2018;Tektite;2;T2Q9;21;28.7;43.6
01/07/2018;Tektite;2;T2Q10;34.9;25;39.1
01/07/2018;Tektite;3;T3Q1;31.5;25.5;40.8
01/07/2018;Tektite;3;T3Q2;23.6;25.1;48.7
01/07/2018;Tektite;3;T3Q3;30.6;32.6;33.7
01/07/2018;Tektite;3;T3Q4;31.1;26;39.3
01/07/2018;Tektite;3;T3Q5;48.7;30.7;20.1
01/07/2018;Tektite;3;T3Q6;36.6;27.8;34
01/07/2018;Tektite;3;T3Q7;31.1;25.4;41.5
01/07/2018;Tektite;3;T3Q8;32.8;18.7;46.5
01/07/2018;Tektite;3;T3Q9;27.5;29.6;41.8
01/07/2018;Tektite;3;T3Q10;33;17.8;49.2
01/07/2019;Tektite;1;T1Q1;30.8;44.4;18.2
01/07/2019;Tektite;1;T1Q2;22.5;50.5;19
01/07/2019;Tektite;1;T1Q3;23.9;45.2;18.3
01/07/2019;Tektite;1;T1Q4;13.5;63;11.5
01/07/2019;Tektite;1;T1Q5;21;52;17.5
01/07/2019;Tektite;1;T1Q6;25.6;43.7;20.1
01/07/2019;Tektite;1;T1Q7;25;46.5;14.5
01/07/2019;Tektite;1;T1Q8;19;65.5;7.5
01/07/2019;Tektite;1;T1Q9;35;51;9
01/07/2019;Tektite;1;T1Q10;24;58.5;10.5
01/07/2019;Tektite;2;T2Q1;31.5;49.5;15.5
01/07/2019;Tektite;2;T2Q2;27;44;22
01/07/2019;Tektite;2;T2Q3;19.7;55.1;16.2
01/07/2019;Tektite;2;T2Q4;17.5;38;11
01/07/2019;Tektite;2;T2Q5;38;39.5;12.5
01/07/2019;Tektite;2;T2Q6;40.5;34;15
01/07/2019;Tektite;2;T2Q7;37.5;55.5;5.5
01/07/2019;Tektite;2;T2Q8;22;65;10
01/07/2019;Tektite;2;T2Q9;28.5;51.5;18.5
01/07/2019;Tektite;2;T2Q10;34.8;52;8.6
01/07/2019;Tektite;3;T3Q1;28.3;47;18.7
01/07/2019;Tektite;3;T3Q2;26;45;18.5
01/07/2019;Tektite;3;T3Q3;38.9;49.5;10.1
01/07/2019;Tektite;3;T3Q4;30.5;56.5;12
01/07/2019;Tektite;3;T3Q5;48;41.5;9
01/07/2019;Tektite;3;T3Q6;40.5;50;5
01/07/2019;Tektite;3;T3Q7;36.7;59.8;2.5
01/07/2019;Tektite;3;T3Q8;34.7;51.3;10.1
01/07/2019;Tektite;3;T3Q9;33.5;49.5;13
01/07/2019;Tektite;3;T3Q10;53.3;37.2;5
03/08/2020;Tektite;1;T1Q1;28.1;21.4;41.1
03/08/2020;Tektite;1;T1Q2;20.5;37.9;29.2
03/08/2020;Tektite;1;T1Q3;21.3;36;30.5
03/08/2020;Tektite;1;T1Q4;11.6;41.6;32.6
03/08/2020;Tektite;1;T1Q5;11.7;35.1;41.5
03/08/2020;Tektite;1;T1Q6;20.7;32.8;29.3
03/08/2020;Tektite;1;T1Q7;21.6;32;32
03/08/2020;Tektite;1;T1Q8;15.4;53.8;28.2
03/08/2020;Tektite;1;T1Q9;25.9;49.2;21.3
03/08/2020;Tektite;1;T1Q10;28;43.9;21.7
03/08/2020;Tektite;2;T2Q1;24.5;33.2;37.8
03/08/2020;Tektite;2;T2Q2;25.6;35.9;30.3
03/08/2020;Tektite;2;T2Q3;24.5;29.1;41.3
03/08/2020;Tektite;2;T2Q4;19.3;36.5;28.4
03/08/2020;Tektite;2;T2Q5;38.1;23.9;20.3
03/08/2020;Tektite;2;T2Q6;26.4;33.7;31.6
03/08/2020;Tektite;2;T2Q7;33;46.2;17.3
03/08/2020;Tektite;2;T2Q8;25;51;16.1
03/08/2020;Tektite;2;T2Q9;21.7;31.3;32.8
03/08/2020;Tektite;2;T2Q10;29.5;42.6;20
03/08/2020;Tektite;3;T3Q1;25.9;29.5;37.3
03/08/2020;Tektite;3;T3Q2;22.7;41.4;28.3
03/08/2020;Tektite;3;T3Q3;32.5;34.5;27.4
03/08/2020;Tektite;3;T3Q4;33.3;42.3;20.6
03/08/2020;Tektite;3;T3Q5;24.1;34.4;37.9
03/08/2020;Tektite;3;T3Q6;32.5;35.6;26.3
03/08/2020;Tektite;3;T3Q7;33.3;46;18
03/08/2020;Tektite;3;T3Q8;36;33.5;19.8
03/08/2020;Tektite;3;T3Q9;25.4;40.6;29.9
03/08/2020;Tektite;3;T3Q10;38.3;34.7;26.5
01/12/1987;Yawzi;1;T1Q1;57;0.5;21.5
01/12/1987;Yawzi;1;T1Q2;23;2.5;56.5
01/12/1987;Yawzi;1;T1Q3;80;3;3
01/12/1987;Yawzi;1;T1Q4;67;0.5;25
01/12/1987;Yawzi;1;T1Q5;48.1;3.1;36.4
01/12/1987;Yawzi;1;T1Q6;58.9;4.8;44.8
01/12/1987;Yawzi;1;T1Q7;50.2;2.1;28.5
01/12/1987;Yawzi;1;T1Q8;58.5;1;12.5
01/12/1987;Yawzi;1;T1Q9;61;2;27
01/12/1987;Yawzi;1;T1Q10;33;1.5;55
01/12/1987;Yawzi;2;T2Q1;64.5;0;26
01/12/1987;Yawzi;2;T2Q2;20;5.5;74
01/12/1987;Yawzi;2;T2Q3;38.5;0;30
01/12/1987;Yawzi;2;T2Q4;46.5;6.5;19
01/12/1987;Yawzi;2;T2Q6;28.5;9;19
01/12/1987;Yawzi;2;T2Q7;24.5;2.5;44.5
01/12/1987;Yawzi;2;T2Q8;45;1.5;36.5
01/12/1987;Yawzi;2;T2Q9;34.5;4.5;44
01/12/1987;Yawzi;2;T2Q10;49.5;2;25.5
01/12/1987;Yawzi;3;T3Q1;76;0;2.5
01/12/1987;Yawzi;3;T3Q2;62.5;0;14.5
01/12/1987;Yawzi;3;T3Q3;62.5;0;28
01/12/1987;Yawzi;3;T3Q4;18.5;4;74
01/12/1987;Yawzi;3;T3Q5;42.7;4.7;37.8
01/12/1987;Yawzi;3;T3Q6;16;2.5;57
01/12/1987;Yawzi;3;T3Q7;49;0;34.5
01/12/1987;Yawzi;3;T3Q8;14;0;82
01/12/1987;Yawzi;3;T3Q9;22.5;0;42
01/12/1987;Yawzi;3;T3Q10;42;0.5;25
01/03/1988;Yawzi;1;T1Q1;49;0;25
01/03/1988;Yawzi;1;T1Q2;29;4;37.5
01/03/1988;Yawzi;1;T1Q3;64.6;1.5;11.2
01/03/1988;Yawzi;1;T1Q4;59.5;10.1;9.5
01/03/1988;Yawzi;1;T1Q5;41.7;1.2;18.5
01/03/1988;Yawzi;1;T1Q6;58.5;0;14.5
01/03/1988;Yawzi;1;T1Q7;37.8;1.8;19.6
01/03/1988;Yawzi;1;T1Q8;42;0;15.5
01/03/1988;Yawzi;1;T1Q9;64.5;1;7
01/03/1988;Yawzi;1;T1Q10;50;1;26.5
01/03/1988;Yawzi;2;T2Q1;66.5;1;11
01/03/1988;Yawzi;2;T2Q2;60.5;3.5;21.5
01/03/1988;Yawzi;2;T2Q3;61.5;3;13
01/03/1988;Yawzi;2;T2Q4;48;3.5;18
01/03/1988;Yawzi;2;T2Q5;34.5;2.5;49
01/03/1988;Yawzi;2;T2Q6;33.5;7;37.5
01/03/1988;Yawzi;2;T2Q7;47.5;1;40.5
01/03/1988;Yawzi;2;T2Q8;15;1;69
01/03/1988;Yawzi;2;T2Q9;23.5;6.5;46.5
01/03/1988;Yawzi;2;T2Q10;61.5;0.5;14.5
01/03/1988;Yawzi;3;T3Q1;58;0;6.5
01/03/1988;Yawzi;3;T3Q2;66;0;12.5
01/03/1988;Yawzi;3;T3Q3;43;5;27.5
01/03/1988;Yawzi;3;T3Q4;15.5;2.5;47
01/03/1988;Yawzi;3;T3Q5;28.5;5.1;39.5
01/03/1988;Yawzi;3;T3Q6;27.5;4.5;50.5
01/03/1988;Yawzi;3;T3Q7;31;4.5;33
01/03/1988;Yawzi;3;T3Q8;6;3.5;46
01/03/1988;Yawzi;3;T3Q9;29;2;36
01/03/1988;Yawzi;3;T3Q10;48.5;2.5;18.5
01/07/1988;Yawzi;1;T1Q1;44;0.5;29
01/07/1988;Yawzi;1;T1Q2;27.5;5;33
01/07/1988;Yawzi;1;T1Q3;64;1.5;4
01/07/1988;Yawzi;1;T1Q4;59.5;2.5;12
01/07/1988;Yawzi;1;T1Q5;48.7;5.9;7.2
01/07/1988;Yawzi;1;T1Q6;68;5;6.5
01/07/1988;Yawzi;1;T1Q7;55;7.5;24
01/07/1988;Yawzi;1;T1Q8;51;9;15
01/07/1988;Yawzi;1;T1Q9;65.5;1;13.5
01/07/1988;Yawzi;1;T1Q10;55.5;7;21.5
01/07/1988;Yawzi;2;T2Q1;66.5;6;5
01/07/1988;Yawzi;2;T2Q2;54.5;3.5;5.5
01/07/1988;Yawzi;2;T2Q3;67.5;0.5;7
01/07/1988;Yawzi;2;T2Q4;59;0;13
01/07/1988;Yawzi;2;T2Q5;34;12.5;26.5
01/07/1988;Yawzi;2;T2Q6;27.5;19.5;14
01/07/1988;Yawzi;2;T2Q7;32.5;4.5;44
01/07/1988;Yawzi;2;T2Q8;11;27.5;43.5
01/07/1988;Yawzi;2;T2Q9;23;27;34
01/07/1988;Yawzi;2;T2Q10;63.5;5.5;13.5
01/07/1988;Yawzi;3;T3Q1;64;0;7.5
01/07/1988;Yawzi;3;T3Q2;64.5;0;15.5
01/07/1988;Yawzi;3;T3Q3;46.5;12.5;20
01/07/1988;Yawzi;3;T3Q4;17.5;4;56
01/07/1988;Yawzi;3;T3Q5;29.5;7.2;37.7
01/07/1988;Yawzi;3;T3Q6;17;9.5;52
01/07/1988;Yawzi;3;T3Q7;45;5.5;35
01/07/1988;Yawzi;3;T3Q8;11.5;0.5;74
01/07/1988;Yawzi;3;T3Q9;24.5;5;44.5
01/07/1988;Yawzi;3;T3Q10;24;4;31
01/04/1989;Yawzi;1;T1Q1;48;3.5;23.5
01/04/1989;Yawzi;1;T1Q2;35;5;32
01/04/1989;Yawzi;1;T1Q3;68;1.5;10.5
01/04/1989;Yawzi;1;T1Q4;69.5;2;12
01/04/1989;Yawzi;1;T1Q5;31.3;2;30.5
01/04/1989;Yawzi;1;T1Q6;63;1;14
01/04/1989;Yawzi;1;T1Q7;53;12.6;15.7
01/04/1989;Yawzi;1;T1Q8;46;2.5;11.5
01/04/1989;Yawzi;1;T1Q9;70;2.5;9
01/04/1989;Yawzi;1;T1Q10;52;1;23
01/04/1989;Yawzi;2;T2Q1;71.5;4;5.5
01/04/1989;Yawzi;2;T2Q2;63;8;12.5
01/04/1989;Yawzi;2;T2Q3;72;0;13.5
01/04/1989;Yawzi;2;T2Q4;64.6;5;1.5
01/04/1989;Yawzi;2;T2Q5;31;8.5;10.5
01/04/1989;Yawzi;2;T2Q6;30;3.5;39
01/04/1989;Yawzi;2;T2Q7;39;10.5;30.5
01/04/1989;Yawzi;2;T2Q8;10.5;12;40.5
01/04/1989;Yawzi;2;T2Q9;27.5;8;20.5
01/04/1989;Yawzi;2;T2Q10;65;1;21
01/04/1989;Yawzi;3;T3Q1;65.5;0;2.5
01/04/1989;Yawzi;3;T3Q2;64.5;1;15
01/04/1989;Yawzi;3;T3Q3;53;2.5;20.5
01/04/1989;Yawzi;3;T3Q4;30.5;2;36.5
01/04/1989;Yawzi;3;T3Q5;33.5;2.5;30.7
01/04/1989;Yawzi;3;T3Q6;12;1.5;45.5
01/04/1989;Yawzi;3;T3Q7;49;5.5;15
01/04/1989;Yawzi;3;T3Q8;9.5;3;31.5
01/04/1989;Yawzi;3;T3Q9;15.5;12.5;5
01/04/1989;Yawzi;3;T3Q10;24;3;26
01/10/1989;Yawzi;1;T1Q1;51;4;14.5
01/10/1989;Yawzi;1;T1Q2;25.5;17.5;20.5
01/10/1989;Yawzi;1;T1Q3;59;4.5;6
01/10/1989;Yawzi;1;T1Q4;60.5;5.5;7.5
01/10/1989;Yawzi;1;T1Q5;41;3;15
01/10/1989;Yawzi;1;T1Q6;41.5;4;27.5
01/10/1989;Yawzi;1;T1Q7;46;6;20.5
01/10/1989;Yawzi;1;T1Q8;48.5;13;10.5
01/10/1989;Yawzi;2;T2Q1;12.5;nd;nd
01/10/1989;Yawzi;2;T2Q2;3;nd;nd
01/10/1989;Yawzi;2;T2Q3;27;nd;nd
01/10/1989;Yawzi;2;T2Q4;27;nd;nd
01/10/1989;Yawzi;2;T2Q5;37;nd;nd
01/10/1989;Yawzi;2;T2Q6;45.5;nd;nd
01/10/1989;Yawzi;2;T2Q7;37.5;nd;nd
01/10/1989;Yawzi;2;T2Q8;50;nd;nd
01/10/1989;Yawzi;2;T2Q9;33;nd;nd
01/10/1989;Yawzi;2;T2Q10;53.5;nd;nd
01/10/1989;Yawzi;3;T3Q1;53.5;3;27
01/10/1989;Yawzi;3;T3Q2;60.5;11;6
01/10/1989;Yawzi;3;T3Q3;53;17;15.5
01/10/1989;Yawzi;3;T3Q4;17;14;39
01/10/1989;Yawzi;3;T3Q5;5;11;56.5
01/10/1989;Yawzi;3;T3Q6;2;53;15
01/10/1989;Yawzi;3;T3Q7;6.5;48;29
01/10/1989;Yawzi;3;T3Q8;3.5;47;26.5
01/10/1989;Yawzi;3;T3Q9;1.5;67.5;3
01/10/1989;Yawzi;3;T3Q10;5;62.5;19.5
01/09/1990;Yawzi;1;T1Q1;52;8.5;7.5
01/09/1990;Yawzi;1;T1Q2;23;14;23.5
01/09/1990;Yawzi;1;T1Q3;58.5;5;3.5
01/09/1990;Yawzi;1;T1Q4;65.5;3;16.5
01/09/1990;Yawzi;1;T1Q5;60;6.5;7
01/09/1990;Yawzi;1;T1Q6;45;11;16
01/09/1990;Yawzi;1;T1Q7;42;10.5;13.5
01/09/1990;Yawzi;1;T1Q8;47;3.5;25.5
01/09/1990;Yawzi;1;T1Q9;64.5;1.5;10.5
01/09/1990;Yawzi;1;T1Q10;40.5;10;32.5
01/09/1990;Yawzi;2;T2Q1;60;4;8.5
01/09/1990;Yawzi;2;T2Q2;49.5;7.5;37.5
01/09/1990;Yawzi;2;T2Q3;48.5;10.5;21.5
01/09/1990;Yawzi;2;T2Q4;18.5;21;48.5
01/09/1990;Yawzi;2;T2Q5;13.5;46;22
01/09/1990;Yawzi;2;T2Q6;8.5;68.5;15
01/09/1990;Yawzi;2;T2Q7;8.5;69.5;15.5
01/09/1990;Yawzi;2;T2Q8;19.5;55;20.5
01/09/1990;Yawzi;2;T2Q9;5;81;7
01/09/1990;Yawzi;2;T2Q10;16.5;70;10.5
01/09/1990;Yawzi;3;T3Q1;51.5;5.5;17.5
01/09/1990;Yawzi;3;T3Q2;65;4;17
01/09/1990;Yawzi;3;T3Q3;53;15.5;8.5
01/09/1990;Yawzi;3;T3Q4;13.5;25.5;45.5
01/09/1990;Yawzi;3;T3Q5;6;36;35
01/09/1990;Yawzi;3;T3Q6;9.5;63.5;23
01/09/1990;Yawzi;3;T3Q7;6.5;47;34.5
01/09/1990;Yawzi;3;T3Q8;2;69;18
01/09/1990;Yawzi;3;T3Q10;7;78.5;12
01/03/1991;Yawzi;1;T1Q1;45;0;8.5
01/03/1991;Yawzi;1;T1Q2;27;4;37
01/03/1991;Yawzi;1;T1Q3;49;3.5;17
01/03/1991;Yawzi;1;T1Q4;69.5;1;17
01/03/1991;Yawzi;1;T1Q5;55.5;3;20
01/03/1991;Yawzi;1;T1Q6;43.5;2.5;42
01/03/1991;Yawzi;1;T1Q7;59;2.5;18.5
01/03/1991;Yawzi;1;T1Q8;55;2.5;19
01/03/1991;Yawzi;1;T1Q9;44.5;2;35.5
01/03/1991;Yawzi;1;T1Q10;33.5;7.5;45.5
01/03/1991;Yawzi;2;T2Q1;67;2.5;17
01/03/1991;Yawzi;2;T2Q2;37.5;0;50
01/03/1991;Yawzi;2;T2Q3;38;4.5;39
01/03/1991;Yawzi;2;T2Q4;16;2;64
01/03/1991;Yawzi;2;T2Q5;14;18;43.5
01/03/1991;Yawzi;2;T2Q6;9;22;44.5
01/03/1991;Yawzi;2;T2Q7;10;9.5;54.5
01/03/1991;Yawzi;2;T2Q8;18.5;0.5;54
01/03/1991;Yawzi;2;T2Q9;9;14.5;55.5
01/03/1991;Yawzi;2;T2Q10;22;12;57
01/03/1991;Yawzi;3;T3Q1;54;4.5;14
01/03/1991;Yawzi;3;T3Q2;55.5;3.5;15
01/03/1991;Yawzi;3;T3Q3;49;3;22
01/03/1991;Yawzi;3;T3Q4;10.5;2.5;64
01/03/1991;Yawzi;3;T3Q5;6;2.5;66
01/03/1991;Yawzi;3;T3Q6;4;4;72.5
01/03/1991;Yawzi;3;T3Q7;8.5;15;53
01/03/1991;Yawzi;3;T3Q8;2.5;16;50
01/03/1991;Yawzi;3;T3Q9;4;11.5;71
01/03/1991;Yawzi;3;T3Q10;6.5;21.5;49
01/05/1992;Yawzi;1;T1Q1;51.7;0;18.9
01/05/1992;Yawzi;1;T1Q2;20.1;0.5;45.9
01/05/1992;Yawzi;1;T1Q3;53.3;1.5;15.6
01/05/1992;Yawzi;1;T1Q4;57.1;0;7.7
01/05/1992;Yawzi;1;T1Q5;51.3;0;24.4
01/05/1992;Yawzi;1;T1Q6;31.1;0;35.9
01/05/1992;Yawzi;1;T1Q7;39.2;1.5;31.4
01/05/1992;Yawzi;1;T1Q8;39.2;0;25.2
01/05/1992;Yawzi;1;T1Q9;39;0;24.4
01/05/1992;Yawzi;1;T1Q10;19.3;0;76.3
01/05/1992;Yawzi;2;T2Q2;nd;nd;nd
01/05/1992;Yawzi;2;T2Q3;nd;nd;nd
01/05/1992;Yawzi;2;T2Q4;nd;nd;nd
01/05/1992;Yawzi;2;T2Q5;nd;nd;nd
01/05/1992;Yawzi;2;T2Q6;nd;nd;nd
01/05/1992;Yawzi;2;T2Q7;nd;nd;nd
01/05/1992;Yawzi;2;T2Q8;nd;nd;nd
01/05/1992;Yawzi;2;T2Q9;nd;nd;nd
01/05/1992;Yawzi;2;T2Q10;nd;nd;nd
01/05/1992;Yawzi;3;T3Q1;54.7;0;23.5
01/05/1992;Yawzi;3;T3Q2;62;3;22.7
01/05/1992;Yawzi;3;T3Q3;61.5;0.6;30.2
01/05/1992;Yawzi;3;T3Q4;7.8;1.2;84.5
01/05/1992;Yawzi;3;T3Q5;7.6;0;87.7
01/05/1992;Yawzi;3;T3Q6;5.3;2.3;83.2
01/05/1992;Yawzi;3;T3Q7;9.1;7.3;72.8
01/05/1992;Yawzi;3;T3Q8;8.7;12.4;72.7
01/05/1992;Yawzi;3;T3Q9;3.1;20.2;68.5
01/05/1992;Yawzi;3;T3Q10;7.6;25.3;62.8
01/06/1993;Yawzi;1;T1Q1;64.8;7.5;14
01/06/1993;Yawzi;1;T1Q2;23.2;27;19.5
01/06/1993;Yawzi;1;T1Q3;61.8;4;5.5
01/06/1993;Yawzi;1;T1Q4;55.3;5.5;10.5
01/06/1993;Yawzi;1;T1Q5;52.2;0;17.5
01/06/1993;Yawzi;1;T1Q6;35.3;2;25.5
01/06/1993;Yawzi;1;T1Q7;30.6;1;31
01/06/1993;Yawzi;1;T1Q8;57.6;6.5;26.5
01/06/1993;Yawzi;1;T1Q9;60.5;1;20
01/06/1993;Yawzi;1;T1Q10;34.6;4.5;44.5
01/06/1993;Yawzi;2;T2Q1;58.2;1;13
01/06/1993;Yawzi;2;T2Q2;30.6;10;27.5
01/06/1993;Yawzi;2;T2Q3;41.6;8.5;47.5
01/06/1993;Yawzi;2;T2Q4;16.5;14.5;57.5
01/06/1993;Yawzi;2;T2Q5;15.2;6.5;60
01/06/1993;Yawzi;2;T2Q6;13.6;35;45
01/06/1993;Yawzi;2;T2Q7;13.6;16.5;46
