Site,Quadrat,Year,Acropora,Agaricia,Colpophyllia,Dichocoenia,Diploria,Eusmilia,Favia,Helioseris,Isophyllastrea,Madracis,Manicina,Meandrina,Montastraea,Mycetophyllia,Porites,Scolymia,Siderastrea,Stephanocoenia,Orbicella
Donkey Bite,7,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Donkey Bite,8,2016,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,9,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,10,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,11,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,12,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,13,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,14,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,15,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,16,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,17,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,18,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,19,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,20,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,21,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
Donkey Bite,22,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Donkey Bite,23,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,24,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
Donkey Bite,25,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,26,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,27,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
Donkey Bite,28,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Donkey Bite,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,30,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
Donkey Bite,31,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Donkey Bite,32,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,33,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,34,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,35,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,36,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,37,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Donkey Bite,38,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
Donkey Bite,39,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,40,2016,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,2,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,4,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,6,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
Donkey Bite,7,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,8,2017,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0
Donkey Bite,9,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Donkey Bite,10,2017,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,11,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,12,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,13,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,14,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Donkey Bite,15,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,16,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Donkey Bite,17,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0
Donkey Bite,18,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
Donkey Bite,19,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,20,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Donkey Bite,21,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0
Donkey Bite,22,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,23,2017,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,24,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,25,2017,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,26,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Donkey Bite,27,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Donkey Bite,28,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,29,2017,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0
Donkey Bite,30,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,31,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,32,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,33,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,34,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,35,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,36,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Donkey Bite,37,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
Donkey Bite,38,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0
Donkey Bite,39,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,40,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,2,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
Donkey Bite,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Donkey Bite,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Donkey Bite,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,13,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,14,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,15,2018,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,16,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,17,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
Donkey Bite,18,2018,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,1,0
Donkey Bite,19,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,20,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,24,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
Donkey Bite,25,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Donkey Bite,26,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,27,2018,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,28,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,29,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,30,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,31,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Donkey Bite,32,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,33,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,34,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,35,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,36,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Donkey Bite,37,2018,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,38,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,39,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Donkey Bite,40,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,1,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Donkey Bite,2,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Donkey Bite,3,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0
Donkey Bite,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Donkey Bite,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Donkey Bite,6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,8,2019,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0
Donkey Bite,9,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,10,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Donkey Bite,11,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,13,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Donkey Bite,14,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,15,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
Donkey Bite,16,2019,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0
Donkey Bite,17,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Donkey Bite,18,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,19,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,20,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,21,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,22,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,23,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,24,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,25,2019,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
Donkey Bite,26,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,27,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,28,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,29,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,30,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
Donkey Bite,31,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,32,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
Donkey Bite,33,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Donkey Bite,34,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Donkey Bite,35,2019,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,36,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,37,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,38,2019,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,39,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
Donkey Bite,40,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Donkey Bite,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,2,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,3,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0
Donkey Bite,4,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Donkey Bite,6,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,7,2020,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
Donkey Bite,8,2020,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,9,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Donkey Bite,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Donkey Bite,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Donkey Bite,13,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,14,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0
Donkey Bite,15,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Donkey Bite,16,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,17,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Donkey Bite,18,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,19,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,20,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,21,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,22,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,23,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Donkey Bite,24,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,25,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
Donkey Bite,26,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,27,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,28,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Donkey Bite,29,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,30,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
Donkey Bite,31,2020,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,32,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Donkey Bite,33,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
Donkey Bite,34,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,35,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
Donkey Bite,36,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Bite,37,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Donkey Bite,38,2020,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Donkey Bite,39,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Donkey Bite,40,2020,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
Tektite East,1,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Tektite East,2,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,3,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,4,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,5,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,6,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,7,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,8,1994,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,9,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Tektite East,10,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,11,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,12,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,13,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,14,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,15,1994,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,16,1994,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0
Tektite East,17,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,18,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,19,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,20,1994,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,21,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,22,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,23,1994,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Tektite East,24,1994,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,25,1994,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,26,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,27,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Tektite East,28,1994,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,29,1994,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,30,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,31,1994,0,3,0,0,2,0,7,0,0,0,0,0,0,0,2,0,1,0,0
Tektite East,32,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,33,1994,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,0,0,0
Tektite East,34,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,35,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Tektite East,36,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,37,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,38,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,39,1994,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,40,1994,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0
Tektite East,1,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,2,1995,0,2,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0
Tektite East,3,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,4,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,5,1995,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,6,1995,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,7,1995,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0
Tektite East,8,1995,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,9,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,10,1995,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,11,1995,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,12,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,13,1995,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,14,1995,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,15,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,16,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,17,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,18,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,19,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,20,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,21,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,22,1995,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
Tektite East,23,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,24,1995,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Tektite East,25,1995,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0
Tektite East,26,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,27,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,28,1995,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1
Tektite East,29,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tektite East,30,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tektite East,31,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,32,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,33,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Tektite East,34,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
Tektite East,35,1995,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Tektite East,36,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,37,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,38,1995,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0
Tektite East,39,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Tektite East,40,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tektite East,40,1995,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0
