Site,Quadrat,Year,Acropora,Agaricia,Colpophyllia,Dichocoenia,Diploria,Eusmilia,Favia,Helioseris,Isophyllastrea,Madracis,Manicina,Meandrina,Montastraea,Mycetophyllia,Porites,Scolymia,Siderastrea,Stephanocoenia,Orbicella
Cabritte Horn,1,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,2,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
Cabritte Horn,3,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Cabritte Horn,4,1999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,5,1999,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Cabritte Horn,6,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,7,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,8,1999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,9,1999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,10,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,11,1999,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,12,1999,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,13,1999,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cabritte Horn,14,1999,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,15,1999,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,16,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,17,1999,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,18,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,20,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,21,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,22,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,23,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,24,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,25,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,26,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,27,1999,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,28,1999,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
Cabritte Horn,29,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,30,1999,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,31,1999,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0
Cabritte Horn,32,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,33,1999,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,34,1999,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,35,1999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,36,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,37,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Cabritte Horn,38,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,39,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,40,1999,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,1,2000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cabritte Horn,3,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,4,2000,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,5,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,6,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,7,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,8,2000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
Cabritte Horn,9,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,10,2000,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,11,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,12,2000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,13,2000,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,14,2000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cabritte Horn,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Cabritte Horn,16,2000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,17,2000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,18,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,20,2000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,21,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,22,2000,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,24,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,25,2000,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,26,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,27,2000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,28,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,29,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,30,2000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,31,2000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,32,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,33,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,34,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,35,2000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Cabritte Horn,36,2000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,37,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,38,2000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,39,2000,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,40,2000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,1,2001,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,2,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Cabritte Horn,3,2001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,4,2001,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,5,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Cabritte Horn,6,2001,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,7,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,8,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,9,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0
Cabritte Horn,10,2001,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,11,2001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,12,2001,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,13,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,14,2001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,15,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,16,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,17,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,18,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,19,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,20,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,21,2001,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,22,2001,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,23,2001,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cabritte Horn,24,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Cabritte Horn,25,2001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Cabritte Horn,26,2001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,27,2001,0,9,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
Cabritte Horn,28,2001,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,29,2001,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,30,2001,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,31,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,32,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,33,2001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0
Cabritte Horn,34,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Cabritte Horn,35,2001,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,36,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,37,2001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,38,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,39,2001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,40,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,1,2002,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Cabritte Horn,2,2002,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Cabritte Horn,3,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,4,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,5,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Cabritte Horn,6,2002,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
Cabritte Horn,7,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,8,2002,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,9,2002,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,10,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,11,2002,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,12,2002,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
Cabritte Horn,13,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Cabritte Horn,14,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,15,2002,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,16,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,17,2002,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,18,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,19,2002,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,20,2002,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,21,2002,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,22,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,23,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,24,2002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,25,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,26,2002,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,27,2002,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
Cabritte Horn,28,2002,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0
Cabritte Horn,29,2002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,30,2002,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,31,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,32,2002,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
Cabritte Horn,33,2002,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,34,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,35,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Cabritte Horn,36,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,37,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,38,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,39,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,40,2002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
Cabritte Horn,1,2003,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Cabritte Horn,2,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,3,2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
Cabritte Horn,4,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Cabritte Horn,5,2003,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,6,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,7,2003,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,8,2003,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,9,2003,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Cabritte Horn,10,2003,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,11,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Cabritte Horn,12,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,13,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Cabritte Horn,14,2003,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cabritte Horn,15,2003,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,16,2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,18,2003,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,19,2003,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,20,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,22,2003,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cabritte Horn,23,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Cabritte Horn,24,2003,0,5,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0
Cabritte Horn,25,2003,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,26,2003,0,9,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,27,2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Cabritte Horn,28,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,29,2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,30,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,31,2003,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
Cabritte Horn,32,2003,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,33,2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,34,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,35,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,36,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,37,2003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,38,2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,39,2003,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
Cabritte Horn,40,2003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cabritte Horn,1,2004,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,2,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,3,2004,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0
Cabritte Horn,4,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
Cabritte Horn,5,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,6,2004,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,7,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,8,2004,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,9,2004,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
Cabritte Horn,10,2004,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Cabritte Horn,11,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,12,2004,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
Cabritte Horn,13,2004,0,2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0
Cabritte Horn,14,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0
Cabritte Horn,15,2004,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,16,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Cabritte Horn,17,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,18,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,19,2004,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,20,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,21,2004,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,22,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,23,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,24,2004,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,25,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,26,2004,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,27,2004,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
Cabritte Horn,28,2004,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,29,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,30,2004,0,3,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0
Cabritte Horn,31,2004,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Cabritte Horn,32,2004,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,33,2004,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,34,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,35,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,36,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,37,2004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,38,2004,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cabritte Horn,39,2004,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Cabritte Horn,40,2004,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,1,2005,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,2,2005,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,3,2005,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,4,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,5,2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabritte Horn,6,2005,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,7,2005,0,4,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,8,2005,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,9,2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,10,2005,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,11,2005,0,6,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0
Cabritte Horn,12,2005,0,7,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0
Cabritte Horn,13,2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,14,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Cabritte Horn,15,2005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Cabritte Horn,16,2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,17,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,18,2005,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
Cabritte Horn,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,20,2005,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,21,2005,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,22,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,23,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabritte Horn,24,2005,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabritte Horn,25,2005,0,6,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0
Cabritte Horn,26,2005,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
